disease,drug,num_trials,primary_pos_trials,safety_flag_trials,conclusion,nct_ids,normalized_drug,is_gold_indication,is_gold_contraindication
Epileptic encephalopathy,Stiripentol,1,0,0,证据不足,NCT02239276,stiripentol,0,0
Epileptic encephalopathy,Stiripentol capsule (Diacomit®),1,0,0,证据不足,NCT07176832,stiripentol capsule (diacomit®),0,0
Epileptic encephalopathy,Stiripentol oral suspension (Diacomit®),1,0,0,证据不足,NCT07176832,stiripentol oral suspension (diacomit®),0,0
Epileptic encephalopathy,STK-001,1,0,0,证据不足,NCT04740476,stk-001,0,0
Epileptic encephalopathy,STK-001 - Multiple Ascending Doses,1,0,0,证据不足,NCT04442295,stk-001 - multiple ascending doses,0,0
Epileptic encephalopathy,STK-001 - Single Ascending Doses,1,0,0,证据不足,NCT04442295,stk-001 - single ascending doses,0,0
Epileptic encephalopathy,TAK-935,2,1,0,适应症线索,NCT03166215|NCT03650452,tak-935,1,0
Epileptic encephalopathy,TSHA-105,1,0,0,证据不足,NCT07102524,tsha-105,0,0
Epileptic encephalopathy,Vatiquinone,1,0,0,证据不足,NCT04378075,vatiquinone,0,0
Epileptic encephalopathy,XEN496,2,0,0,证据不足,NCT04639310|NCT04912856,xen496,0,0
Epileptic encephalopathy,Zinc Acetate Dihydrate,1,0,0,证据不足,NCT06412653,zinc dihydrate,0,0
Epileptic encephalopathy,zorevunersen,1,0,0,证据不足,NCT06872125,zorevunersen,0,0
Epileptic encephalopathy,ZX008 (Fenfluramine Hydrochloride),5,1,1,可能适应症且需注意安全,NCT02682927|NCT02823145|NCT02926898|NCT03299842|NCT03936777,zx008,1,0
Familial cerebral small vessel disease,bortezomib,1,0,0,证据不足,NCT00994500,bortezomib,0,0
Familial cerebral small vessel disease,cyproheptadine hydrochloride,1,0,1,禁忌信号,NCT01132547,cyproheptadine,0,1
Familial cerebral small vessel disease,polyvinylpyrrolidone-sodium hyaluronate gel,1,0,0,证据不足,NCT00349024,polyvinylpyrrolidone-sodium hyaluronate gel,0,0
Familial cerebral small vessel disease,vorinostat,1,0,0,证据不足,NCT00994500,vorinostat,0,0
Familial pulmonary fibrosis,Bardoxolone methyl,1,0,1,禁忌信号,NCT02036970,bardoxolone methyl,0,1
Familial pulmonary fibrosis,deoxycytidine,1,0,0,证据不足,NCT06817590,deoxycytidine,0,0
Familial pulmonary fibrosis,deoxythymidine,1,0,0,证据不足,NCT06817590,deoxythymidine,0,0
Familial pulmonary fibrosis,Peg IFN-α-2b,1,0,0,证据不足,NCT07079150,peg ifn-α-2b,0,0
Familial pulmonary fibrosis,Saracatinab,1,0,0,证据不足,NCT04598919,saracatinab,0,0
Familial tumour syndromes of the central and peripheral nervous system,busulfan,1,0,0,证据不足,NCT00623077,busulfan,0,0
Familial tumour syndromes of the central and peripheral nervous system,cyproheptadine hydrochloride,2,0,1,禁忌信号,NCT00066248|NCT01132547,cyproheptadine,0,1
Familial tumour syndromes of the central and peripheral nervous system,dasatinib,1,0,0,证据不足,NCT00788125,dasatinib,0,0
Familial tumour syndromes of the central and peripheral nervous system,Donepezil,1,0,0,证据不足,NCT00452868,donepezil,0,0
Familial tumour syndromes of the central and peripheral nervous system,doxorubicin HCl liposome,1,0,0,证据不足,NCT00019630,doxorubicin hcl liposome,0,0
Familial tumour syndromes of the central and peripheral nervous system,etoposide,1,0,0,证据不足,NCT00623077,etoposide,0,0
Familial tumour syndromes of the central and peripheral nervous system,etoposide phosphate,1,0,0,证据不足,NCT00788125,etoposide,0,0
Familial tumour syndromes of the central and peripheral nervous system,ifosfamide,2,0,0,证据不足,NCT00623077|NCT00788125,ifosfamide,0,0
Familial tumour syndromes of the central and peripheral nervous system,megestrol acetate,1,0,0,证据不足,NCT00066248,megestrol,0,0
Familial tumour syndromes of the central and peripheral nervous system,melphalan,1,0,0,证据不足,NCT00623077,melphalan,0,0
Familial tumour syndromes of the central and peripheral nervous system,Mesna,1,0,0,证据不足,NCT00623077,mesna,0,0
Familial tumour syndromes of the central and peripheral nervous system,polyvinylpyrrolidone-sodium hyaluronate gel,1,0,0,证据不足,NCT00349024,polyvinylpyrrolidone-sodium hyaluronate gel,0,0
Familial tumour syndromes of the central and peripheral nervous system,thiotepa,1,0,0,证据不足,NCT00623077,thiotepa,0,0
Hereditary haemorrhagic telangiectasia,ALN-6400,1,0,0,证据不足,NCT06659640,aln-6400,0,0
Hereditary haemorrhagic telangiectasia,Bevacizumab,8,0,0,证据不足,NCT00843440|NCT01314274|NCT01397695|NCT01408030|NCT01507480|NCT02106520|NCT02389959|NCT03227263,bevacizumab,0,0
Hereditary haemorrhagic telangiectasia,Bevacizumab (Avastin®),1,0,0,证据不足,NCT04404881,bevacizumab (avastin®),0,0
Hereditary haemorrhagic telangiectasia,bevacuzimab spray,1,0,0,证据不足,NCT02157987,bevacuzimab spray,0,0
Hereditary haemorrhagic telangiectasia,caspofungin acetate,1,0,0,证据不足,NCT00110045,caspofungin,0,0
Hereditary haemorrhagic telangiectasia,Doxycycline,1,0,0,证据不足,NCT04167085,doxycycline,0,0
Hereditary haemorrhagic telangiectasia,Doxycycline Hyclate,1,0,0,证据不足,NCT03397004,doxycycline hyclate,0,0
Hereditary haemorrhagic telangiectasia,Estriol,1,0,0,证据不足,NCT01408030,estriol,0,0
Hereditary haemorrhagic telangiectasia,Ferrous sulphate 200mg oral tablet,1,0,0,证据不足,NCT01908543,ferrous sulphate oral tablet,0,0
Hereditary haemorrhagic telangiectasia,"First placebo, than Tranexamic acid.",1,0,0,证据不足,NCT01031992,first placebo + than tranexamic acid.,0,0
Hereditary haemorrhagic telangiectasia,Floseal,1,0,0,证据不足,NCT02638012,floseal,0,0
Hereditary haemorrhagic telangiectasia,Mupirocin,1,0,0,证据不足,NCT02963129,mupirocin,0,0
Hereditary haemorrhagic telangiectasia,NaCl,1,0,0,证据不足,NCT01314274,nacl,0,0
Hereditary haemorrhagic telangiectasia,Nintedanib,1,0,0,证据不足,NCT04976036,nintedanib,0,0
Hereditary haemorrhagic telangiectasia,Nintedanib 150 mg and 100 mg soft capsules,1,0,0,证据不足,NCT03954782,nintedanib + soft capsules,0,0
Hereditary haemorrhagic telangiectasia,octreotide,1,0,0,证据不足,NCT00004327,octreotide,0,0
Hereditary haemorrhagic telangiectasia,Octreotide LAR,1,0,0,证据不足,NCT02874326,octreotide lar,0,0
Hereditary haemorrhagic telangiectasia,Oral treatment of placebo soft capsule,1,0,0,证据不足,NCT03954782,oral treatment of placebo soft capsule,0,0
Hereditary haemorrhagic telangiectasia,Pazopanib,3,0,0,证据不足,NCT02204371|NCT03850730|NCT03850964,pazopanib,0,0
Hereditary haemorrhagic telangiectasia,Pegylated Interferon Alpha2b,1,0,0,证据不足,NCT00588146,pegylated interferon alpha2b,0,0
Hereditary haemorrhagic telangiectasia,Placebo (Saline),1,0,0,证据不足,NCT02389959,placebo,0,0
Hereditary haemorrhagic telangiectasia,Placebo Gel,1,0,0,证据不足,NCT04139018,placebo gel,0,0
Hereditary haemorrhagic telangiectasia,Placebo nasal spray,1,0,0,证据不足,NCT02484716,placebo nasal spray,0,0
Hereditary haemorrhagic telangiectasia,Placebo oral capsule,2,0,0,证据不足,NCT03850964|NCT03910244,placebo oral capsule,0,0
Hereditary haemorrhagic telangiectasia,Placebo Oral Tablet,1,0,0,证据不足,NCT03981562,placebo oral tablet,0,0
Hereditary haemorrhagic telangiectasia,placebo saline drops,1,0,0,证据不足,NCT01752049,placebo saline drops,0,0
Hereditary haemorrhagic telangiectasia,Pomalidomide,2,0,0,证据不足,NCT02287558|NCT07018401,pomalidomide,0,0
Hereditary haemorrhagic telangiectasia,Pomalidomide Oral Product,1,0,1,禁忌信号,NCT03910244,pomalidomide oral product,0,1
Hereditary haemorrhagic telangiectasia,Propranolol treatment,1,0,0,证据不足,NCT04113187,propranolol treatment,0,0
Hereditary haemorrhagic telangiectasia,Protopic® (Tacrolimus) 0.1% ointment,1,0,1,禁忌信号,NCT03152019,protopic® 0.1% ointment,0,1
Hereditary haemorrhagic telangiectasia,Ranibizumab,1,0,0,证据不足,NCT01406639,ranibizumab,0,0
Hereditary haemorrhagic telangiectasia,ranibizumab injection (0.5 mg),1,0,0,证据不足,NCT00470977,ranibizumab injection (),0,0
Hereditary haemorrhagic telangiectasia,Sclerotherapy,1,0,0,证据不足,NCT01408732,sclerotherapy,0,0
Hereditary haemorrhagic telangiectasia,Sirolimus,1,0,0,证据不足,NCT05269849,sirolimus,0,0
Hereditary haemorrhagic telangiectasia,sodium chloride 0.9%,1,0,0,证据不足,NCT03227263,sodium 0.9%,0,0
Hereditary haemorrhagic telangiectasia,soy protein isolate,1,0,0,证据不足,NCT00004654,soy protein isolate,0,0
Hereditary haemorrhagic telangiectasia,Sterile saline,1,0,0,证据不足,NCT01408030,sterile saline,0,0
Hereditary haemorrhagic telangiectasia,Submucosal Bevacizumab,1,0,0,证据不足,NCT01402531,submucosal bevacizumab,0,0
Hereditary haemorrhagic telangiectasia,Tacrolimus capsule (low-dose),1,0,0,证据不足,NCT04646356,tacrolimus capsule,0,0
Hereditary haemorrhagic telangiectasia,Tamoxifen,1,0,0,证据不足,NCT00375622,tamoxifen,0,0
Hereditary haemorrhagic telangiectasia,Thalidomide,2,0,0,证据不足,NCT00389935|NCT01485224,thalidomide,0,0
Hereditary haemorrhagic telangiectasia,Timolol Gel,1,0,1,禁忌信号,NCT04139018,timolol gel,0,1
Hereditary haemorrhagic telangiectasia,Timolol nasal spray,1,0,0,证据不足,NCT02484716,timolol nasal spray,0,0
Hereditary haemorrhagic telangiectasia,Topical timolol maleate,1,0,0,证据不足,NCT01752049,topical timolol,0,0
Hereditary haemorrhagic telangiectasia,tranexamic acid,1,0,0,证据不足,NCT00355108,tranexamic acid,0,0
Hereditary haemorrhagic telangiectasia,Tranexamic Acid,1,0,0,证据不足,NCT01408030,tranexamic acid,0,0
Hereditary haemorrhagic telangiectasia,"Tranexamic acid first, than placebo",1,0,0,证据不足,NCT01031992,than placebo + tranexamic acid first,0,0
Hereditary haemorrhagic telangiectasia,VAD044 Part I,1,0,0,证据不足,NCT05406362,vad044 part i,0,0
Hereditary haemorrhagic telangiectasia,VAD044 Part II,1,0,0,证据不足,NCT05406362,vad044 part ii,0,0
Hereditary haemorrhagic telangiectasia,Vit D,1,0,0,证据不足,NCT03981562,vit d,0,0
Hyperammonaemia,Buphenyl (NaPBA),1,0,0,证据不足,NCT00992459,buphenyl,0,0
Hyperammonaemia,Carglumic Acid,1,0,0,证据不足,NCT05040178,carglumic acid,0,0
Hyperammonaemia,disodium citrate,1,0,0,证据不足,NCT00645879,disodium,0,0
Hyperammonaemia,Drugs inducing hyperammonemia,1,0,0,证据不足,NCT03947034,drugs inducing hyperammonemia,0,0
Hyperammonaemia,Fezagepras,1,0,0,证据不足,NCT05349435,fezagepras,0,0
Hyperammonaemia,glutamine,1,0,0,证据不足,NCT00645879,glutamine,0,0
Hyperammonaemia,HPN-100,5,0,1,禁忌信号,NCT00947297|NCT00947544|NCT00992459|NCT01257737|NCT01347073,hpn-100,0,1
Hyperammonaemia,MNK-6105,1,0,0,证据不足,NCT04128462,mnk-6105,0,0
Hyperammonaemia,NaPBA,1,0,0,证据不足,NCT00947544,napba,0,0
Hyperammonaemia,ornithine alpha ketoglutarate,1,0,0,证据不足,NCT00645879,ornithine alpha ketoglutarate,0,0
Hyperammonaemia,ornithine phenylacetate,1,0,0,证据不足,NCT01966419,ornithine phenylacetate,0,0
Hyperammonaemia,placebo intravenous infusion,1,0,0,证据不足,NCT01966419,placebo intravenous infusion,0,0
Hyperammonaemia,RAVICTI,1,0,0,证据不足,NCT02246218,ravicti,0,0
Hyperammonaemia,Sodium Benzoate,1,0,0,证据不足,NCT04022941,sodium benzoate,0,0
Hyperammonaemia,Sodium phenylbutyrate,1,0,0,证据不足,NCT05349435,sodium phenylbutyrate,0,0
Hyperammonaemia,Standard of Care,1,0,0,证据不足,NCT04128462,standard of care,0,0
Hyperammonaemia,TNP-2092 capsules,2,0,2,禁忌信号,NCT06135675|NCT06178718,tnp-2092 capsules,0,1
Hyperammonaemia,TNP-2092 placebo capsules,1,0,1,禁忌信号,NCT06178718,tnp-2092 placebo capsules,0,1
Hyperammonaemia,Vitamin E,1,0,0,证据不足,NCT04984798,vitamin e,0,0
Inherited white matter disorders,Acetazolamide,1,0,0,证据不足,NCT03715972,acetazolamide,0,0
Inherited white matter disorders,Anakinra,1,0,0,证据不足,NCT05280340,anakinra,0,0
Inherited white matter disorders,Cilostazol,1,0,0,证据不足,NCT04753970,cilostazol,0,0
Inherited white matter disorders,Control,1,0,1,禁忌信号,NCT00724594,control,0,1
Inherited white matter disorders,Erythropoietin,1,0,0,证据不足,NCT03110341,erythropoietin,0,0
Inherited white matter disorders,Fosigotifator,1,0,0,证据不足,NCT05757141,fosigotifator,0,0
Inherited white matter disorders,Hydroxyurea,1,0,0,证据不足,NCT03715972,hydroxyurea,0,0
Inherited white matter disorders,Levetiracetam,1,0,0,证据不足,NCT04833907,levetiracetam,0,0
Inherited white matter disorders,magnesium,1,0,0,证据不足,NCT00120588,magnesium,0,0
Inherited white matter disorders,N-acetylcysteine,1,0,0,证据不足,NCT00724594,n-acetylcysteine,0,0
Inherited white matter disorders,Normal saline,1,0,0,证据不足,NCT03110341,normal saline,0,0
Inherited white matter disorders,Prednisone,1,0,0,证据不足,NCT04833907,prednisone,0,0
Inherited white matter disorders,rAAV-Olig001-ASPA,1,0,0,证据不足,NCT04833907,raav-olig001-aspa,0,0
Juvenile dermatomyositis,3 MPDN pulse + PDN,1,0,0,证据不足,NCT00323960,3 mpdn pulse + pdn,0,0
Juvenile dermatomyositis,3 MPDN pulse + PDN + CSA,1,0,0,证据不足,NCT00323960,3 mpdn pulse + csa + pdn,0,0
Juvenile dermatomyositis,3 MPDN pulse + PDN + MTX,1,0,0,证据不足,NCT00323960,3 mpdn pulse + mtx + pdn,0,0
Juvenile dermatomyositis,Abatacept,1,0,0,证据不足,NCT02594735,abatacept,0,0
Juvenile dermatomyositis,Abatacept subcutaneous,1,0,0,证据不足,NCT02971683,abatacept subcutaneous,0,0
Juvenile dermatomyositis,Adalimumab,1,0,0,证据不足,NCT07138898,adalimumab,0,0
Juvenile dermatomyositis,Alendronate,1,0,0,证据不足,NCT00277251,alendronate,0,0
Juvenile dermatomyositis,Anti-CD19 UCAR-T cells,1,0,0,证据不足,NCT06686524,anti-cd19 ucar-t cells,0,0
Juvenile dermatomyositis,Azathioprine,1,0,0,证据不足,NCT07138898,azathioprine,0,0
Juvenile dermatomyositis,Baricitinib,2,0,0,证据不足,NCT01724580|NCT05524311,baricitinib,0,0
Juvenile dermatomyositis,Certolizumab,1,0,0,证据不足,NCT07138898,certolizumab,0,0
Juvenile dermatomyositis,Continue IS (MMF or MPA),1,0,1,禁忌信号,NCT05000216,continue is,0,1
Juvenile dermatomyositis,Continue IS (MTX),1,0,1,禁忌信号,NCT05000216,continue is,0,1
Juvenile dermatomyositis,Cyclosporine,1,0,0,证据不足,NCT07138898,cyclosporine,0,0
Juvenile dermatomyositis,denosumab,1,0,0,证据不足,NCT02418273,denosumab,0,0
Juvenile dermatomyositis,Descartes-08,1,0,0,证据不足,NCT07089121,descartes-08,0,0
Juvenile dermatomyositis,Deucravacitinb,1,0,0,证据不足,NCT07012057,deucravacitinb,0,0
Juvenile dermatomyositis,Etanercept,2,0,0,证据不足,NCT00035958|NCT07138898,etanercept,0,0
Juvenile dermatomyositis,Golimumab,1,0,0,证据不足,NCT07138898,golimumab,0,0
Juvenile dermatomyositis,H.P. Acthar Gel,1,1,0,适应症线索,NCT02245841,h.p. acthar gel,1,0
Juvenile dermatomyositis,Hydroxychloroquine,1,0,0,证据不足,NCT07138898,hydroxychloroquine,0,0
Juvenile dermatomyositis,Infliximab,1,0,0,证据不足,NCT07138898,infliximab,0,0
Juvenile dermatomyositis,Leflunomide,1,0,0,证据不足,NCT07138898,leflunomide,0,0
Juvenile dermatomyositis,Methotrexate,2,0,0,证据不足,NCT00035958|NCT07138898,methotrexate,0,0
Juvenile dermatomyositis,Methylprednisolone,1,0,0,证据不足,NCT00004357,methylprednisolone,0,0
Juvenile dermatomyositis,Mycophenolate,1,0,0,证据不足,NCT07138898,mycophenolate,0,0
Juvenile dermatomyositis,Prednisolone,1,0,0,证据不足,NCT00004357,prednisolone,0,0
Juvenile dermatomyositis,Prednisone,1,0,0,证据不足,NCT00035958,prednisone,0,0
Juvenile dermatomyositis,Rituximab,1,0,0,证据不足,NCT00106184,rituximab,0,0
Juvenile dermatomyositis,Sodium Thiosulfate,1,0,0,证据不足,NCT03267277,sodium thiosulfate,0,0
Juvenile dermatomyositis,Sodium thiosulfate,1,0,0,证据不足,NCT01572844,sodium thiosulfate,0,0
Juvenile dermatomyositis,Sulfasalazine,1,0,0,证据不足,NCT07138898,sulfasalazine,0,0
Juvenile dermatomyositis,Tacrolimus,1,0,0,证据不足,NCT07138898,tacrolimus,0,0
Juvenile dermatomyositis,Tofacitinib,1,0,0,证据不足,NCT07138898,tofacitinib,0,0
Juvenile dermatomyositis,Upadacitinib,1,0,0,证据不足,NCT07138898,upadacitinib,0,0
Juvenile dermatomyositis,Withhold IS (B cell depletion therapy),1,0,0,证据不足,NCT05000216,withhold is,0,1
Juvenile dermatomyositis,Withhold IS (MMF or MPA),1,0,1,禁忌信号,NCT05000216,withhold is,0,1
Juvenile dermatomyositis,Withhold IS (MTX),1,0,1,禁忌信号,NCT05000216,withhold is,0,1
Limb girdle muscular dystrophy,ARRY-371797 (PF-07265803),1,0,0,证据不足,NCT03439514,arry-371797,0,0
Limb girdle muscular dystrophy,Ascorbic Acid (Vitamin C),1,0,0,证据不足,NCT00786019,ascorbic acid,0,0
Limb girdle muscular dystrophy,ATYR1940,1,0,0,证据不足,NCT02836418,atyr1940,0,0
Limb girdle muscular dystrophy,BBP-418,1,0,0,证据不足,NCT04800874,bbp-418,0,0
Limb girdle muscular dystrophy,BBP-418 (ribitol),1,0,0,证据不足,NCT05775848,bbp-418,0,0
Limb girdle muscular dystrophy,Coenzyme Q10 and Lisinopril,1,0,0,证据不足,NCT01126697,coenzyme q10 + lisinopril,0,0
Limb girdle muscular dystrophy,Corticosteroid,1,0,0,证据不足,NCT06952686,corticosteroid,0,0
Limb girdle muscular dystrophy,Cyclophosphamide,1,0,0,证据不足,NCT02285062,cyclophosphamide,0,0
Limb girdle muscular dystrophy,Deflazacort,1,0,0,证据不足,NCT03783923,deflazacort,0,0
Limb girdle muscular dystrophy,deflazacort,1,0,0,证据不足,NCT00527228,deflazacort,0,0
Limb girdle muscular dystrophy,Doxorubicin,1,0,0,证据不足,NCT02285062,doxorubicin,0,0
Limb girdle muscular dystrophy,Frovatriptan 2.5 mg,1,0,0,证据不足,NCT01035983,frovatriptan,0,0
Limb girdle muscular dystrophy,Glucocorticoid,1,0,0,证据不足,NCT06246513,glucocorticoid,0,0
Limb girdle muscular dystrophy,lenalidomide,1,0,1,禁忌信号,NCT02285062,lenalidomide,0,1
Limb girdle muscular dystrophy,MYO-029,1,0,0,证据不足,NCT00104078,myo-029,0,0
Limb girdle muscular dystrophy,PF 06252616,1,0,0,证据不足,NCT02841267,pf 06252616,0,0
Limb girdle muscular dystrophy,PF-07265803,1,0,0,证据不足,NCT05286281,pf-07265803,0,0
Limb girdle muscular dystrophy,Prednisone,1,0,0,证据不足,NCT04054375,prednisone,0,0
Limb girdle muscular dystrophy,prednisone,1,0,0,证据不足,NCT02285062,prednisone,0,0
Limb girdle muscular dystrophy,rAAVrh74.MHCK7.DYSF.DV,1,0,0,证据不足,NCT02710500,raavrh74.mhck7.dysf.dv,0,0
Limb girdle muscular dystrophy,"Riociguat (ADEMPAS, BAY63-2521)",1,0,0,证据不足,NCT02428985,bay63-2521) + riociguat (adempas,0,0
Limb girdle muscular dystrophy,Rituximab,1,0,0,证据不足,NCT02285062,rituximab,0,0
Limb girdle muscular dystrophy,SRP-9004,1,0,0,证据不足,NCT06747273,srp-9004,0,0
Limb girdle muscular dystrophy,vincristine,1,0,0,证据不足,NCT02285062,vincristine,0,0
Neonatal cholestasis,3 mg [14C]-A4250 capsule,1,0,0,证据不足,NCT03082937,[14c]-a4250 capsule,0,0
Neonatal cholestasis,4-Phenylbutyrate,1,0,0,证据不足,NCT04531878,4-phenylbutyrate,0,0
Neonatal cholestasis,A4250,1,0,0,证据不足,NCT02963077,a4250,0,0
Neonatal cholestasis,Cholic Acids,1,0,0,证据不足,NCT00007020,cholic acids,0,0
Neonatal cholestasis,Clinolipid,2,0,0,证据不足,NCT02476994|NCT04555044,clinolipid,0,0
Neonatal cholestasis,CRC (A3384),1,0,0,证据不足,NCT02963077,crc,0,0
Neonatal cholestasis,Intralipid,3,0,0,证据不足,NCT01373918|NCT02476994|NCT04555044,intralipid,0,0
Neonatal cholestasis,"Intralipid, 20% Intravenous Emulsion",1,0,0,证据不足,NCT03387579,20% intravenous emulsion + intralipid,0,0
Neonatal cholestasis,Livmarli,1,0,0,证据不足,NCT06193928,livmarli,0,0
